7.500000e-02 0.000000e+00 0.000000e+00
2.250000e-01 0.000000e+00 0.000000e+00
3.750000e-01 0.000000e+00 0.000000e+00
5.250000e-01 0.000000e+00 0.000000e+00
6.750000e-01 4.000000e-06 2.274496e-06
8.250000e-01 5.196000e-03 8.036483e-05
9.750000e-01 1.236320e-01 4.351332e-04
1.125000e+00 4.676187e-01 7.912590e-04
1.275000e+00 8.227147e-01 9.759627e-04
1.425000e+00 1.051639e+00 1.078147e-03
1.575000e+00 1.160148e+00 1.104641e-03
1.725000e+00 1.188663e+00 1.283589e-03
1.875000e+00 1.166292e+00 9.355758e-04
2.025000e+00 1.114312e+00 1.213832e-03
2.175000e+00 1.043592e+00 1.146010e-03
2.325000e+00 9.587173e-01 1.103442e-03
2.475000e+00 8.573040e-01 9.959109e-04
2.625000e+00 7.479533e-01 9.655182e-04
2.775000e+00 6.341867e-01 8.216125e-04
2.925000e+00 5.223960e-01 7.567802e-04
3.075000e+00 4.133040e-01 7.854376e-04
3.225000e+00 3.178920e-01 5.942321e-04
3.375000e+00 2.370933e-01 6.377544e-04
3.525000e+00 1.702720e-01 5.021161e-04
3.675000e+00 1.175600e-01 4.085987e-04
3.825000e+00 7.977867e-02 3.593140e-04
3.975000e+00 5.215467e-02 2.564976e-04
4.125000e+00 3.311867e-02 1.958221e-04
4.275000e+00 2.055067e-02 1.663160e-04
4.425000e+00 1.208800e-02 1.356888e-04
4.575000e+00 6.896000e-03 9.770850e-05
4.725000e+00 3.812000e-03 7.636392e-05
4.875000e+00 2.169333e-03 5.602714e-05
5.025000e+00 1.134667e-03 3.988851e-05
5.175000e+00 5.586667e-04 2.876387e-05
5.325000e+00 3.040000e-04 1.960317e-05
5.475000e+00 1.600000e-04 1.566312e-05
5.625000e+00 6.533333e-05 8.943278e-06
5.775000e+00 2.800000e-05 5.748816e-06
5.925000e+00 1.733333e-05 4.484046e-06
6.075000e+00 5.333333e-06 2.612789e-06
6.225000e+00 0.000000e+00 0.000000e+00
6.375000e+00 0.000000e+00 0.000000e+00
6.525000e+00 1.333333e-06 1.326650e-06
6.675000e+00 1.333333e-06 1.326650e-06
6.825000e+00 0.000000e+00 0.000000e+00
6.975000e+00 0.000000e+00 0.000000e+00
7.125000e+00 0.000000e+00 0.000000e+00
7.275000e+00 0.000000e+00 0.000000e+00
7.425000e+00 0.000000e+00 0.000000e+00
7.575000e+00 0.000000e+00 0.000000e+00
7.725000e+00 0.000000e+00 0.000000e+00
7.875000e+00 0.000000e+00 0.000000e+00
8.025000e+00 0.000000e+00 0.000000e+00
8.175000e+00 0.000000e+00 0.000000e+00
8.325000e+00 0.000000e+00 0.000000e+00
8.475000e+00 0.000000e+00 0.000000e+00
8.625000e+00 0.000000e+00 0.000000e+00
8.775000e+00 0.000000e+00 0.000000e+00
8.925000e+00 0.000000e+00 0.000000e+00
9.075000e+00 0.000000e+00 0.000000e+00
9.225000e+00 0.000000e+00 0.000000e+00
9.375000e+00 0.000000e+00 0.000000e+00
9.525000e+00 0.000000e+00 0.000000e+00
9.675000e+00 0.000000e+00 0.000000e+00
9.825000e+00 0.000000e+00 0.000000e+00
9.975000e+00 0.000000e+00 0.000000e+00
1.012500e+01 0.000000e+00 0.000000e+00
1.027500e+01 0.000000e+00 0.000000e+00
1.042500e+01 0.000000e+00 0.000000e+00
1.057500e+01 0.000000e+00 0.000000e+00
1.072500e+01 0.000000e+00 0.000000e+00
1.087500e+01 0.000000e+00 0.000000e+00
1.102500e+01 0.000000e+00 0.000000e+00
1.117500e+01 0.000000e+00 0.000000e+00
1.132500e+01 0.000000e+00 0.000000e+00
1.147500e+01 0.000000e+00 0.000000e+00
1.162500e+01 0.000000e+00 0.000000e+00
1.177500e+01 0.000000e+00 0.000000e+00
1.192500e+01 0.000000e+00 0.000000e+00
1.207500e+01 0.000000e+00 0.000000e+00
1.222500e+01 0.000000e+00 0.000000e+00
1.237500e+01 0.000000e+00 0.000000e+00
1.252500e+01 0.000000e+00 0.000000e+00
1.267500e+01 0.000000e+00 0.000000e+00
1.282500e+01 0.000000e+00 0.000000e+00
1.297500e+01 0.000000e+00 0.000000e+00
1.312500e+01 0.000000e+00 0.000000e+00
1.327500e+01 0.000000e+00 0.000000e+00
1.342500e+01 0.000000e+00 0.000000e+00
1.357500e+01 0.000000e+00 0.000000e+00
1.372500e+01 0.000000e+00 0.000000e+00
1.387500e+01 0.000000e+00 0.000000e+00
1.402500e+01 0.000000e+00 0.000000e+00
1.417500e+01 0.000000e+00 0.000000e+00
1.432500e+01 0.000000e+00 0.000000e+00
1.447500e+01 0.000000e+00 0.000000e+00
1.462500e+01 0.000000e+00 0.000000e+00
1.477500e+01 0.000000e+00 0.000000e+00
1.492500e+01 0.000000e+00 0.000000e+00
1.507500e+01 0.000000e+00 0.000000e+00
1.522500e+01 0.000000e+00 0.000000e+00
1.537500e+01 0.000000e+00 0.000000e+00
1.552500e+01 0.000000e+00 0.000000e+00
1.567500e+01 0.000000e+00 0.000000e+00
1.582500e+01 0.000000e+00 0.000000e+00
1.597500e+01 0.000000e+00 0.000000e+00
1.612500e+01 0.000000e+00 0.000000e+00
1.627500e+01 0.000000e+00 0.000000e+00
1.642500e+01 0.000000e+00 0.000000e+00
1.657500e+01 0.000000e+00 0.000000e+00
1.672500e+01 0.000000e+00 0.000000e+00
1.687500e+01 0.000000e+00 0.000000e+00
1.702500e+01 0.000000e+00 0.000000e+00
1.717500e+01 0.000000e+00 0.000000e+00
1.732500e+01 0.000000e+00 0.000000e+00
1.747500e+01 0.000000e+00 0.000000e+00
1.762500e+01 0.000000e+00 0.000000e+00
1.777500e+01 0.000000e+00 0.000000e+00
1.792500e+01 0.000000e+00 0.000000e+00
1.807500e+01 0.000000e+00 0.000000e+00
1.822500e+01 0.000000e+00 0.000000e+00
1.837500e+01 0.000000e+00 0.000000e+00
1.852500e+01 0.000000e+00 0.000000e+00
1.867500e+01 0.000000e+00 0.000000e+00
1.882500e+01 0.000000e+00 0.000000e+00
1.897500e+01 0.000000e+00 0.000000e+00
1.912500e+01 0.000000e+00 0.000000e+00
1.927500e+01 0.000000e+00 0.000000e+00
1.942500e+01 0.000000e+00 0.000000e+00
1.957500e+01 0.000000e+00 0.000000e+00
1.972500e+01 0.000000e+00 0.000000e+00
1.987500e+01 0.000000e+00 0.000000e+00
2.002500e+01 0.000000e+00 0.000000e+00
2.017500e+01 0.000000e+00 0.000000e+00
2.032500e+01 0.000000e+00 0.000000e+00
2.047500e+01 0.000000e+00 0.000000e+00
2.062500e+01 0.000000e+00 0.000000e+00
2.077500e+01 0.000000e+00 0.000000e+00
2.092500e+01 0.000000e+00 0.000000e+00
2.107500e+01 0.000000e+00 0.000000e+00
