#E EFF Epot Ekin Eint Eext
3.806993076697153e+00 3.127048251283487e+00 1.330021519619150e+00 2.476971557078003e+00 1.435451090859705e-01 1.186476410533180e+00
3.306676527416021e+00 3.695405765739911e+00 1.281019287217580e+00 2.025657240198441e+00 1.416996295549211e-01 1.139319657662658e+00
3.055991341925242e+00 3.586602744251443e+00 1.276390717683351e+00 1.779600624241892e+00 1.299861943197347e-01 1.146404523363615e+00
2.984175535151026e+00 4.013146867478820e+00 1.291063124207292e+00 1.693112410943734e+00 1.412280427969392e-01 1.149835081410353e+00
2.853514091713009e+00 4.304417677394515e+00 1.323571090966805e+00 1.529943000746205e+00 1.439741093186528e-01 1.179596981648152e+00
3.461824892856264e+00 3.035469747097230e+00 1.250416739059652e+00 2.211408153796613e+00 1.297818323270956e-01 1.120634906732556e+00
3.650660057129256e+00 2.586436924479329e+00 1.227331367534674e+00 2.423328689594582e+00 1.256605189233811e-01 1.101670848611294e+00
3.225369102507177e+00 3.304148150199536e+00 1.241778836591590e+00 1.983590265915587e+00 1.310383789967880e-01 1.110740457594801e+00
3.499124575497958e+00 2.967328731791537e+00 1.267646094865896e+00 2.231478480632062e+00 1.273708383924105e-01 1.140275256473486e+00
3.375731107696402e+00 3.315658724099293e+00 1.312740153311774e+00 2.062990954384628e+00 1.298593497023714e-01 1.182880803609403e+00
3.278172421535565e+00 3.125694321780664e+00 1.291556121542343e+00 1.986616299993222e+00 1.223347683286622e-01 1.169221353213680e+00
2.983934786787295e+00 3.974630410022835e+00 1.304770819538962e+00 1.679163967248332e+00 1.380058800712275e-01 1.166764939467734e+00
3.309675188017011e+00 3.089033065060374e+00 1.291586507085376e+00 2.018088680931634e+00 1.212762706461991e-01 1.170310236439177e+00
3.023221329793434e+00 3.492677467169455e+00 1.286979456778180e+00 1.736241873015254e+00 1.245344636187535e-01 1.162444993159425e+00
3.212803248151594e+00 3.279665955843130e+00 1.284088481580955e+00 1.928714766570638e+00 1.241184390599355e-01 1.159970042521019e+00
3.123906507256142e+00 3.951885650232071e+00 1.250082806596891e+00 1.873823700659251e+00 1.472620560470549e-01 1.102820750549837e+00
3.261344926059227e+00 3.297075662349988e+00 1.281010239153501e+00 1.980334686905726e+00 1.288530848401876e-01 1.152157154313312e+00
3.433791448062827e+00 3.306233151291779e+00 1.258395954441057e+00 2.175395493621770e+00 1.378223271006969e-01 1.120573627340360e+00
3.583036728937903e+00 2.722403556239533e+00 1.209494033627568e+00 2.373542695310335e+00 1.286113003589767e-01 1.080882733268592e+00
3.409049216396442e+00 3.463092380223403e+00 1.272423536466975e+00 2.136625679929467e+00 1.404704050844852e-01 1.131953131382490e+00
3.373680095591371e+00 3.680239294745383e+00 1.270043442364155e+00 2.103636653227216e+00 1.446460669454857e-01 1.125397375418669e+00
3.500786488660172e+00 2.966544188312533e+00 1.301133906221644e+00 2.199652582438528e+00 1.249515944099794e-01 1.176182311811665e+00
3.362007207498964e+00 3.139819243715696e+00 1.245011481123979e+00 2.116995726374985e+00 1.292965045626025e-01 1.115714976561376e+00
3.113421776076224e+00 4.073000104729060e+00 1.263389793606336e+00 1.850031982469889e+00 1.507741746212896e-01 1.112615618985045e+00
3.300922258837375e+00 3.293031180870189e+00 1.251455343198493e+00 2.049466915638882e+00 1.329557686679969e-01 1.118499574530496e+00
3.316232922768431e+00 3.469211921602562e+00 1.265271313233194e+00 2.050961609535237e+00 1.388475957238662e-01 1.126423717509327e+00
3.371335311854752e+00 3.307470943368539e+00 1.285364700931749e+00 2.085970610923003e+00 1.301826188791800e-01 1.155182082052568e+00
3.275807086825727e+00 3.542312438752571e+00 1.269156082831908e+00 2.006651003993820e+00 1.374262145188459e-01 1.131729868313063e+00
3.040644077736355e+00 4.142640098331541e+00 1.275434200227943e+00 1.765209877508412e+00 1.475335117187375e-01 1.127900688509206e+00
3.212523256738039e+00 3.091975025227506e+00 1.313738217908338e+00 1.898785038829701e+00 1.157687655755108e-01 1.197969452332828e+00
3.465015683049851e+00 3.362357908281567e+00 1.249953863261836e+00 2.215061819788015e+00 1.425106027648652e-01 1.107443260496971e+00
3.349028651178602e+00 2.975504149038954e+00 1.259586374383274e+00 2.089442276795328e+00 1.223786934762399e-01 1.137207680907035e+00
3.445645486096450e+00 3.201203476063172e+00 1.271522795833918e+00 2.174122690262532e+00 1.339537656141336e-01 1.137569030219785e+00
3.550636914374265e+00 2.638258246748792e+00 1.225379665853999e+00 2.325257248520266e+00 1.236346369646233e-01 1.101745028889375e+00
3.396974113908405e+00 3.097954271423914e+00 1.248615168950526e+00 2.148358944957879e+00 1.288576614523958e-01 1.119757507498130e+00
3.269376956972489e+00 3.028457833127255e+00 1.238851274082388e+00 2.030525682890101e+00 1.231060396698977e-01 1.115745234412491e+00
2.839993995098750e+00 3.710691506614563e+00 1.252829649832609e+00 1.587164345266141e+00 1.279983060665936e-01 1.124831343766015e+00
3.478581694464524e+00 2.824792388073384e+00 1.262323795960663e+00 2.216257898503861e+00 1.218786040343336e-01 1.140445191926330e+00
3.824776388321883e+00 2.944565689903687e+00 1.263807306553459e+00 2.560969081768424e+00 1.426544927887811e-01 1.121152813764678e+00
3.037696939511422e+00 3.749566894779751e+00 1.272373253415936e+00 1.765323686095486e+00 1.358668767753030e-01 1.136506376640632e+00
2.448567449933039e+00 4.876608636347608e+00 1.323156302814767e+00 1.125411147118272e+00 1.452607379511964e-01 1.177895564863572e+00
3.314645363491218e+00 3.307797725416534e+00 1.304566547797912e+00 2.010078815693306e+00 1.292690335279754e-01 1.175297514269937e+00
3.158074433572966e+00 3.883881889886262e+00 1.306038184391180e+00 1.852036249181786e+00 1.408165100064505e-01 1.165221674384730e+00
3.451284375680008e+00 2.860535698643422e+00 1.250904892827543e+00 2.200379482852465e+00 1.230590111055774e-01 1.127845881721966e+00
3.267413154348008e+00 3.050884679933942e+00 1.274264741107781e+00 1.993148413240227e+00 1.216357005196750e-01 1.152629040588105e+00
3.435793236090396e+00 3.040178993799207e+00 1.300997763569440e+00 2.134795472520956e+00 1.235875154571834e-01 1.177410248112257e+00
3.499017443416083e+00 3.115297720905326e+00 1.237028852911978e+00 2.261988590504104e+00 1.353698475704548e-01 1.101659005341523e+00
3.385815338275366e+00 3.260405657113628e+00 1.237275304017248e+00 2.148540034258117e+00 1.348090383651653e-01 1.102466265652082e+00
2.857021607604031e+00 3.908912058236315e+00 1.257873154760251e+00 1.599148452843780e+00 1.354688642260569e-01 1.122404290534194e+00
3.630906838230686e+00 3.136547640155262e+00 1.245936675276738e+00 2.384970162953948e+00 1.420341564283197e-01 1.103902518848418e+00
3.109037062871070e+00 3.771036697815142e+00 1.314560376643707e+00 1.794476686227362e+00 1.360445094039984e-01 1.178515867239710e+00
3.496392812643227e+00 3.306721386650245e+00 1.258979740862768e+00 2.237413071780459e+00 1.422729138273257e-01 1.116706827035442e+00
3.274637040824959e+00 3.225494719641898e+00 1.268138358765314e+00 2.006498682059645e+00 1.274163846606299e-01 1.140721974104684e+00
3.386705913122201e+00 3.479940979724238e+00 1.247880965124451e+00 2.138824947997749e+00 1.430760198926820e-01 1.104804945231769e+00
3.403335269283374e+00 3.078612713274132e+00 1.232329530278077e+00 2.171005739005297e+00 1.301787480157060e-01 1.102150782262372e+00
3.489179497211672e+00 2.693329560403929e+00 1.287664216036724e+00 2.201515281174948e+00 1.156816947082618e-01 1.171982521328461e+00
3.580157272488250e+00 3.020458174389119e+00 1.274667492367179e+00 2.305489780121071e+00 1.321680577112040e-01 1.142499434655975e+00
3.373154261696039e+00 3.131332270532754e+00 1.269561699528435e+00 2.103592562167604e+00 1.260338415408277e-01 1.143527857987608e+00
3.365505278916531e+00 3.060029043089309e+00 1.257579407391143e+00 2.107925871525388e+00 1.251803335101268e-01 1.132399073881015e+00
3.651943243999572e+00 3.161152720062184e+00 1.267015179550395e+00 2.384928064449177e+00 1.424805786400764e-01 1.124534600910319e+00
2.999585636408910e+00 4.196097083729854e+00 1.286796119796623e+00 1.712789516612288e+00 1.488117680262926e-01 1.137984351770331e+00
3.460097052581887e+00 3.493607839620653e+00 1.266172180196036e+00 2.193924872385852e+00 1.452626919378086e-01 1.120909488258226e+00
3.587829198430526e+00 3.644854908306615e+00 1.312955785759390e+00 2.274873412671135e+00 1.507943154915477e-01 1.162161470267843e+00
3.498062538067760e+00 3.018315434195910e+00 1.269964282260363e+00 2.228098255807397e+00 1.302967052664537e-01 1.139667576993909e+00
3.261305248682296e+00 2.937748334603127e+00 1.297979087059091e+00 1.963326161623206e+00 1.137252858187524e-01 1.184253801240339e+00
3.533862430010928e+00 2.847765919341239e+00 1.320772588096417e+00 2.213089841914512e+00 1.209938916186685e-01 1.199778696477748e+00
2.755674085925588e+00 4.431798535480779e+00 1.301118360374151e+00 1.454555725551437e+00 1.448950603897323e-01 1.156223299984420e+00
3.623086767752098e+00 3.530211152218380e+00 1.301566592457100e+00 2.321520175294999e+00 1.494128221604699e-01 1.152153770296630e+00
3.377227654953566e+00 3.508931990803378e+00 1.265332066749464e+00 2.111895588204103e+00 1.408400648606014e-01 1.124492001888863e+00
3.360770488733302e+00 3.297075822692516e+00 1.284080410848296e+00 2.076690077885006e+00 1.312167301720115e-01 1.152863680676285e+00
3.248120929079090e+00 4.165737419485559e+00 1.245455969073058e+00 2.002664960006032e+00 1.610250003760740e-01 1.084430968696984e+00
3.579220276311454e+00 2.994666329651678e+00 1.256137641598053e+00 2.323082634713402e+00 1.350046036442817e-01 1.121133037953771e+00
3.287693344819286e+00 3.186296921897402e+00 1.282998213365326e+00 2.004695131453960e+00 1.256263860053707e-01 1.157371827359956e+00
3.393375020186394e+00 3.498472589625742e+00 1.223901491719172e+00 2.169473528467222e+00 1.482095445493795e-01 1.075691947169792e+00
3.601781728254097e+00 3.263138132733578e+00 1.258494170422217e+00 2.343287557831880e+00 1.436066010384311e-01 1.114887569383786e+00
3.258516945850431e+00 3.387902460864491e+00 1.230161186820459e+00 2.028355759029972e+00 1.361880701536351e-01 1.093973116666824e+00
3.629606631857262e+00 3.053587430346372e+00 1.286822763645382e+00 2.342783868211879e+00 1.358170819386861e-01 1.151005681706696e+00
3.625976066878998e+00 2.789915100442544e+00 1.246866664652646e+00 2.379109402226352e+00 1.303962724308702e-01 1.116470392221775e+00
2.753312094073656e+00 3.721388729796731e+00 1.278290976132887e+00 1.475021117940769e+00 1.214187622996589e-01 1.156872213833228e+00
3.296106306475397e+00 2.982336546492442e+00 1.271143124342555e+00 2.024963182132841e+00 1.190859064518609e-01 1.152057217890694e+00
3.396369759878149e+00 3.032638160418812e+00 1.282868172796489e+00 2.113501587081660e+00 1.233160986631794e-01 1.159552074133310e+00
3.171406144529310e+00 3.753965468965858e+00 1.284661760027330e+00 1.886744384501980e+00 1.405321829354871e-01 1.144129577091843e+00
3.104644212731013e+00 2.923568352035415e+00 1.290762362298409e+00 1.813881850432603e+00 1.067751673529000e-01 1.183987194945509e+00
3.333115115306159e+00 2.773088740439784e+00 1.267664533086637e+00 2.065450582219522e+00 1.136819908557621e-01 1.153982542230875e+00
3.071720379874669e+00 4.038268623002566e+00 1.283262900080904e+00 1.788457479793764e+00 1.463929622990905e-01 1.136869937781814e+00
2.732293920498824e+00 3.963586544210847e+00 1.275367258587246e+00 1.456926661911578e+00 1.336069086049885e-01 1.141760349982258e+00
3.316000833834119e+00 3.314595545789660e+00 1.263285260168308e+00 2.052715573665811e+00 1.334485753975332e-01 1.129836684770775e+00
3.609340207313860e+00 3.391013452923751e+00 1.304859562958475e+00 2.304480644355385e+00 1.447942046602232e-01 1.160065358298252e+00
3.457915309781991e+00 3.230980942740862e+00 1.281843952975157e+00 2.176071356806835e+00 1.354596829268382e-01 1.146384270048318e+00
3.194108917302954e+00 3.565335611458522e+00 1.293443770491902e+00 1.900665146811052e+00 1.340240848864359e-01 1.159419685605466e+00
3.303547448427333e+00 3.769564771772765e+00 1.280206606215804e+00 2.023340842211529e+00 1.468977667095929e-01 1.133308839506211e+00
3.470833576477894e+00 2.675925250112436e+00 1.280347242170909e+00 2.190486334306986e+00 1.169599823263345e-01 1.163387259844575e+00
3.153671569833630e+00 3.787003239348008e+00 1.282219152561551e+00 1.871452417272079e+00 1.406080491622389e-01 1.141611103399311e+00
3.737074198302368e+00 3.111039842050274e+00 1.263580634100967e+00 2.473493564201402e+00 1.449651353106158e-01 1.118615498790351e+00
3.692266810524506e+00 2.832383682803872e+00 1.249527712767458e+00 2.442739097757049e+00 1.355598582549177e-01 1.113967854512540e+00
3.404646703878880e+00 3.269819787576022e+00 1.271002206136880e+00 2.133644497742000e+00 1.340090186272173e-01 1.136993187509662e+00
3.663418979782389e+00 3.139840136807746e+00 1.255950160741893e+00 2.407468819040496e+00 1.418551085317795e-01 1.114095052210114e+00
3.441285056962538e+00 3.114955823845023e+00 1.294929032066577e+00 2.146356024895961e+00 1.298350945523663e-01 1.165093937514211e+00
3.415297551561634e+00 3.103786748776269e+00 1.247961590699794e+00 2.167335960861840e+00 1.312808362422481e-01 1.116680754457545e+00
3.366508094831199e+00 3.176664047377161e+00 1.258000612529204e+00 2.108507482301996e+00 1.289369094876046e-01 1.129063703041599e+00
3.382117389631572e+00 2.655292451281622e+00 1.280828972564300e+00 2.101288417067273e+00 1.112778037163540e-01 1.169551168847946e+00
3.494276103861632e+00 3.324370980845827e+00 1.245164610980750e+00 2.249111492880883e+00 1.412941514137311e-01 1.103870459567019e+00
3.554550711249086e+00 2.981675099881044e+00 1.283276000450653e+00 2.271274710798433e+00 1.296892430422919e-01 1.153586757408362e+00
3.449591979414620e+00 2.698654828913090e+00 1.278549656180176e+00 2.171042323234445e+00 1.157826207525106e-01 1.162767035427665e+00
3.056537499188325e+00 4.026174144150494e+00 1.283459696777469e+00 1.773077802410855e+00 1.439399088327520e-01 1.139519787944718e+00
3.215593217945288e+00 3.413653272041853e+00 1.255335489853062e+00 1.960257728092225e+00 1.319160387323528e-01 1.123419451120709e+00
3.377294337359754e+00 3.604404687695226e+00 1.306474331501915e+00 2.070820005857839e+00 1.412072721028514e-01 1.165267059399063e+00
2.770674857038460e+00 3.916556821095225e+00 1.243180039647499e+00 1.527494817390962e+00 1.358072189457807e-01 1.107372820701718e+00
3.233517694752400e+00 3.515227870001498e+00 1.271790774831679e+00 1.961726919920722e+00 1.346450275335862e-01 1.137145747298092e+00
3.132083137690187e+00 3.724459231132122e+00 1.263534101730003e+00 1.868549035960184e+00 1.390177547761187e-01 1.124516346953884e+00
3.519394855898546e+00 3.036548892098743e+00 1.254477549413701e+00 2.264917306484845e+00 1.340243624085304e-01 1.120453187005170e+00
3.263904230900638e+00 3.305778814755349e+00 1.275065346540637e+00 1.988838884360002e+00 1.290040505476437e-01 1.146061295992994e+00
3.653278153876996e+00 2.798820201942513e+00 1.240047158897709e+00 2.413230994979287e+00 1.319980130848467e-01 1.108049145812863e+00
2.812651141519991e+00 3.714593525749274e+00 1.274572936187470e+00 1.538078205332521e+00 1.238176858289092e-01 1.150755250358561e+00
3.316560772984217e+00 3.465761790779218e+00 1.273714194120275e+00 2.042846578863942e+00 1.374111478849676e-01 1.136303046235307e+00
3.536726257606733e+00 2.799602710410153e+00 1.297417374780026e+00 2.239308882826707e+00 1.217037965578082e-01 1.175713578222218e+00
3.373628642888693e+00 3.290481327482397e+00 1.274725997572979e+00 2.098902645315715e+00 1.334394011018156e-01 1.141286596471162e+00
3.299268733616422e+00 3.490888582946326e+00 1.309375847105924e+00 1.989892886510498e+00 1.322532967486075e-01 1.177122550357317e+00
2.837168985818359e+00 4.565673514101932e+00 1.284883153612888e+00 1.552285832205471e+00 1.545600691079437e-01 1.130323084504944e+00
3.386638847811500e+00 2.964547025957347e+00 1.239820297714678e+00 2.146818550096822e+00 1.255282864729987e-01 1.114292011241680e+00
3.127993162729014e+00 3.215531021351429e+00 1.282565279597647e+00 1.845427883131368e+00 1.186696304260601e-01 1.163895649171587e+00
3.298440048197488e+00 3.017346043025010e+00 1.259096474641324e+00 2.039343573556164e+00 1.217167540039570e-01 1.137379720637367e+00
3.053637736455929e+00 3.806068613940475e+00 1.271300762721733e+00 1.782336973734196e+00 1.380237443050318e-01 1.133277018416701e+00
3.629102487311715e+00 3.088962327733010e+00 1.252684969173676e+00 2.376417518138040e+00 1.387178397614037e-01 1.113967129412273e+00
3.461284996544544e+00 3.043572570885291e+00 1.245379261220049e+00 2.215905735324495e+00 1.311428436054571e-01 1.114236417614592e+00
3.521202553024799e+00 3.166938628467844e+00 1.243432595899945e+00 2.277769957124855e+00 1.377279859972199e-01 1.105704609902724e+00
3.448276345692625e+00 3.153329222646356e+00 1.245698048060640e+00 2.202578297631985e+00 1.334369048128259e-01 1.112261143247815e+00
3.622974274711665e+00 3.026915884922714e+00 1.276281779971367e+00 2.346692494740298e+00 1.360533722303587e-01 1.140228407741009e+00
2.251627855835074e+00 5.117350191378079e+00 1.261342017861915e+00 9.902858379731583e-01 1.536462725262120e-01 1.107695745335703e+00
3.307782086532329e+00 3.688290352752170e+00 1.289349664137167e+00 2.018432422395163e+00 1.413505591864527e-01 1.147999104950714e+00
3.502679865363314e+00 3.463707618838304e+00 1.279640797852949e+00 2.223039067510364e+00 1.439016032191121e-01 1.135739194633837e+00
3.442475852182972e+00 3.234112831152567e+00 1.334856471135867e+00 2.107619381047106e+00 1.287257445299495e-01 1.206130726605917e+00
3.236216117941608e+00 3.478167581356788e+00 1.259165656269195e+00 1.977050461672413e+00 1.340962381951960e-01 1.125069418073999e+00
3.177686927083526e+00 3.534529322224293e+00 1.319301506115102e+00 1.858385420968424e+00 1.285128382231890e-01 1.190788667891914e+00
3.139922985148156e+00 3.919818055648129e+00 1.294237116831531e+00 1.845685868316625e+00 1.436117742956613e-01 1.150625342535869e+00
3.277446663959985e+00 3.119156162368671e+00 1.283109647061933e+00 1.994337016898052e+00 1.231184228983673e-01 1.159991224163566e+00
3.341608043674849e+00 3.274933276729265e+00 1.294349040621599e+00 2.047259003053250e+00 1.277721237855416e-01 1.166576916836058e+00
3.388228497496438e+00 3.078662290275697e+00 1.255708683565538e+00 2.132519813930900e+00 1.279512806248047e-01 1.127757402940734e+00
3.343139044366357e+00 3.440627334929395e+00 1.277053997356904e+00 2.066085047009453e+00 1.374437245148527e-01 1.139610272842052e+00
3.446623367121223e+00 3.369347922425303e+00 1.283189136371453e+00 2.163434230749769e+00 1.384212687499198e-01 1.144767867621534e+00
3.499042756748904e+00 2.862598454010991e+00 1.250581339901878e+00 2.248461416847026e+00 1.280241039459767e-01 1.122557235955902e+00
3.228264010693235e+00 3.163990504621151e+00 1.253449184532493e+00 1.974814826160742e+00 1.243672113275707e-01 1.129081973204922e+00
3.177788503620868e+00 3.491216048711222e+00 1.270439203126796e+00 1.907349300494072e+00 1.318829732249929e-01 1.138556229901803e+00
3.571384381485426e+00 3.045410748382841e+00 1.263575815706537e+00 2.307808565778890e+00 1.344022131993822e-01 1.129173602507155e+00
3.232601954145659e+00 3.122585679692838e+00 1.318447608040660e+00 1.914154346104999e+00 1.173359679500281e-01 1.201111640090632e+00
3.348534041648205e+00 3.566477444237012e+00 1.319076107271060e+00 2.029457934377145e+00 1.372379416297143e-01 1.181838165641345e+00
2.747689169452494e+00 4.635329825337870e+00 1.314297528581436e+00 1.433391640871059e+00 1.484972527025572e-01 1.165800275878879e+00
2.978702221257384e+00 3.573599464216796e+00 1.285818680109125e+00 1.692883541148259e+00 1.254576478910902e-01 1.160361032218034e+00
3.473652354983253e+00 3.060905178348293e+00 1.299143111231018e+00 2.174509243752235e+00 1.265141678731930e-01 1.172628943357825e+00
3.398051240285689e+00 3.082465716957115e+00 1.254394812060640e+00 2.143656428225049e+00 1.283486867270483e-01 1.126046125333592e+00
3.322785812904367e+00 2.715192513999019e+00 1.301932108362481e+00 2.020853704541887e+00 1.090250109962582e-01 1.192907097366223e+00
3.321800783423894e+00 3.092917227642398e+00 1.257305987214695e+00 2.064494796209198e+00 1.256078301737105e-01 1.131698157040985e+00
3.245099761465075e+00 3.063696550619939e+00 1.251430781505667e+00 1.993668979959408e+00 1.222735844317418e-01 1.129157197073926e+00
3.632761264107390e+00 3.359404504601005e+00 1.261390396506038e+00 2.371370867601351e+00 1.472029809401884e-01 1.114187415565850e+00
3.405760780508889e+00 3.266495420142269e+00 1.245807039395116e+00 2.159953741113774e+00 1.371785977224695e-01 1.108628441672646e+00
3.056918917071885e+00 3.647242840030400e+00 1.275686119975140e+00 1.781232797096745e+00 1.324930719578036e-01 1.143193048017336e+00
3.498600449904167e+00 2.887325128943896e+00 1.284936849180602e+00 2.213663600723565e+00 1.238152210092699e-01 1.161121628171333e+00
3.340563175985372e+00 2.647090145874231e+00 1.272477086138882e+00 2.068086089846490e+00 1.101500388774614e-01 1.162327047261420e+00
3.375706298920558e+00 3.084878992061841e+00 1.260567547394620e+00 2.115138751525937e+00 1.256418301037263e-01 1.134925717290894e+00
3.152505719597793e+00 3.508098968190075e+00 1.279485574295880e+00 1.873020145301913e+00 1.325086873109877e-01 1.146976886984892e+00
3.374059084624188e+00 2.874460209768332e+00 1.318583753968362e+00 2.055475330655826e+00 1.135802664053622e-01 1.205003487563000e+00
3.488715251204868e+00 2.942725273657683e+00 1.254107181078881e+00 2.234608070125988e+00 1.288722062764865e-01 1.125234974802394e+00
3.486632269874404e+00 3.139592604971596e+00 1.254645629945983e+00 2.231986639928421e+00 1.348892167006229e-01 1.119756413245360e+00
3.131254183582321e+00 3.070314681911009e+00 1.279593063998715e+00 1.851661119583606e+00 1.153949363538712e-01 1.164198127644843e+00
3.415143812324478e+00 3.071015408317249e+00 1.298301321864824e+00 2.116842490459654e+00 1.261344789568404e-01 1.172166842907983e+00
3.386830997450192e+00 2.812804543555014e+00 1.268654399983262e+00 2.118176597466930e+00 1.184452589349440e-01 1.150209141048318e+00
3.604351431762701e+00 2.825976466294900e+00 1.251775326468937e+00 2.352576105293763e+00 1.293755049869718e-01 1.122399821481966e+00
3.464370499618802e+00 3.093136323135482e+00 1.261071144715626e+00 2.203299354903177e+00 1.327711623508297e-01 1.128299982364796e+00
2.968471003383024e+00 3.849396657227580e+00 1.266365998153825e+00 1.702105005229199e+00 1.378952200734257e-01 1.128470778080399e+00
3.133082551354612e+00 3.317513800167478e+00 1.278560733785360e+00 1.854521817569251e+00 1.241138441990405e-01 1.154446889586320e+00
3.367332127001168e+00 3.386255612318374e+00 1.274013413520666e+00 2.093318713480502e+00 1.364716680213348e-01 1.137541745499331e+00
3.410806435037685e+00 2.810963074346731e+00 1.285024172874025e+00 2.125782262163660e+00 1.179500412120741e-01 1.167074131661952e+00
3.414357542112887e+00 3.052578549245130e+00 1.266744432378607e+00 2.147613109734279e+00 1.270469074062163e-01 1.139697524972391e+00
3.401419413794218e+00 3.227068876968648e+00 1.263834985669816e+00 2.137584428124402e+00 1.330510254277655e-01 1.130783960242051e+00
3.179027712194428e+00 3.119539074809284e+00 1.288903086458654e+00 1.890124625735774e+00 1.185134671704933e-01 1.170389619288161e+00
3.378610577959372e+00 3.320533078857744e+00 1.298261863034788e+00 2.080348714924583e+00 1.318724535642709e-01 1.166389409470518e+00
3.258184703643290e+00 3.431436747532803e+00 1.328983636482716e+00 1.929201067160574e+00 1.271261007798039e-01 1.201857535702912e+00
3.121970911436231e+00 3.790578722258222e+00 1.285384659851614e+00 1.836586251584617e+00 1.377567018283795e-01 1.147627958023233e+00
3.349604238887724e+00 3.175726932649399e+00 1.296916195289544e+00 2.052688043598180e+00 1.248779957941530e-01 1.172038199495392e+00
3.578599167878377e+00 3.338402398349309e+00 1.278819621674566e+00 2.299779546203811e+00 1.424235803050526e-01 1.136396041369513e+00
3.351451979493127e+00 3.219794500625105e+00 1.244600600283377e+00 2.106851379209750e+00 1.314936026715998e-01 1.113106997611777e+00
3.074702249918261e+00 4.158077757118085e+00 1.242424052441542e+00 1.832278197476719e+00 1.538530994970452e-01 1.088570952944496e+00
3.400672868088819e+00 3.360430609042875e+00 1.265583126184995e+00 2.135089741903824e+00 1.391156773526499e-01 1.126467448832345e+00
3.350456737650962e+00 3.576482008699514e+00 1.270575906538476e+00 2.079880831112487e+00 1.439755525275779e-01 1.126600354010898e+00
3.356778359163273e+00 2.967035837872445e+00 1.290397562692934e+00 2.066380796470338e+00 1.195036922526391e-01 1.170893870440296e+00
3.575632887168758e+00 2.631388014906046e+00 1.219651885054211e+00 2.355981002114547e+00 1.236427464428081e-01 1.096009138611402e+00
3.432791764390856e+00 2.912459863932767e+00 1.302404710178150e+00 2.130387054212707e+00 1.195988810133373e-01 1.182805829164812e+00
3.278320454399143e+00 3.155476188864045e+00 1.263182233196461e+00 2.015138221202681e+00 1.249623375968608e-01 1.138219895599601e+00
2.706818425671048e+00 3.824004139493897e+00 1.280566155154345e+00 1.426252270516704e+00 1.231349109237884e-01 1.157431244230556e+00
3.557204753162066e+00 3.185867737538933e+00 1.233381911253797e+00 2.323822841908269e+00 1.407219149131283e-01 1.092659996340668e+00
3.169387680614591e+00 3.614580761990921e+00 1.263452934000447e+00 1.905934746614145e+00 1.373355284484144e-01 1.126117405552032e+00
3.586774159641541e+00 3.220981802222633e+00 1.288434960194770e+00 2.298339199446772e+00 1.390298674852178e-01 1.149405092709552e+00
3.247900586588504e+00 3.604619045838724e+00 1.275930510410038e+00 1.971970076178466e+00 1.387377783496077e-01 1.137192732060430e+00
3.271638064111895e+00 3.234853298410887e+00 1.275399031273616e+00 1.996239032838279e+00 1.271077079185293e-01 1.148291323355087e+00
2.654157677036252e+00 4.445649613405718e+00 1.270989129824104e+00 1.383168547212149e+00 1.439952931766777e-01 1.126993836647426e+00
3.440532495064167e+00 3.053624070909467e+00 1.231135799776951e+00 2.209396695287216e+00 1.307026972968926e-01 1.100433102480058e+00
3.700892178341034e+00 3.248445391688307e+00 1.259848132877162e+00 2.441044045463872e+00 1.462567428579010e-01 1.113591390019262e+00
3.437071830739051e+00 3.132948817644002e+00 1.292005735515268e+00 2.145066095223783e+00 1.290743553137187e-01 1.162931380201549e+00
3.300644918424918e+00 3.260115370456375e+00 1.300681698929364e+00 1.999963219495553e+00 1.261308955679407e-01 1.174550803361424e+00
3.480162975550456e+00 2.915956176210750e+00 1.245069097086374e+00 2.235093878464081e+00 1.272413436403755e-01 1.117827753445999e+00
3.372829715026708e+00 2.924216438925010e+00 1.246692880401306e+00 2.126136834625402e+00 1.242972225185584e-01 1.122395657882748e+00
3.438331633808855e+00 3.237492963055222e+00 1.277839541503373e+00 2.160492092305482e+00 1.341510455691169e-01 1.143688495934255e+00
3.368297123345632e+00 3.067282765264192e+00 1.260782072507083e+00 2.107515050838550e+00 1.253352025256554e-01 1.135446869981427e+00
3.219115699569992e+00 3.149002317109645e+00 1.294519426773129e+00 1.924596272796862e+00 1.191269704727001e-01 1.175392456300429e+00
3.007956326959347e+00 3.403182552245223e+00 1.255091102826238e+00 1.752865224133109e+00 1.235625395700193e-01 1.131528563256219e+00
3.098481700241243e+00 3.689557436090106e+00 1.281499123580412e+00 1.816982576660832e+00 1.352198042783073e-01 1.146279319302104e+00
3.112526680676369e+00 3.474045944736025e+00 1.328517714074850e+00 1.784008966601520e+00 1.219280738370210e-01 1.206589640237829e+00
3.358500704726921e+00 3.133180116607384e+00 1.280759766360813e+00 2.077740938366107e+00 1.262427783042553e-01 1.154516988056558e+00
2.887632817246297e+00 4.384319670690062e+00 1.289761893877176e+00 1.597870923369121e+00 1.492343663028240e-01 1.140527527574352e+00
3.010471175389311e+00 3.571077810076189e+00 1.281212382225710e+00 1.729258793163601e+00 1.276950473695753e-01 1.153517334856135e+00
2.599888123620212e+00 4.311896439760299e+00 1.271085374586851e+00 1.328802749033361e+00 1.411137563117193e-01 1.129971618275132e+00
