#E EFF Epot Ekin Eint Eext
3.071059961124615e+00 3.399185117164513e+00 1.276597317626786e+00 1.794462643497830e+00 1.232535328148177e-01 1.153343784811968e+00
3.132807210043380e+00 3.617922283535396e+00 1.276045014342791e+00 1.856762195700589e+00 1.337315135531516e-01 1.142313500789639e+00
3.400762205412244e+00 3.613824872967434e+00 1.281268617184024e+00 2.119493588228221e+00 1.435091303227316e-01 1.137759486861291e+00
3.372389504672726e+00 3.241023224946797e+00 1.242924452005250e+00 2.129465052667476e+00 1.352210903229455e-01 1.107703361682304e+00
3.422464830154452e+00 2.939085830728159e+00 1.263520094634539e+00 2.158944735519913e+00 1.259127147033769e-01 1.137607379931163e+00
3.392346284309823e+00 3.360497498697817e+00 1.261974325854914e+00 2.130371958454909e+00 1.367750419287309e-01 1.125199283926183e+00
3.402720125337694e+00 3.173905310970597e+00 1.257421518556782e+00 2.145298606780913e+00 1.322331323162855e-01 1.125188386240496e+00
3.150487915983865e+00 3.615405731106618e+00 1.276565574865193e+00 1.873922341118672e+00 1.361222510887035e-01 1.140443323776488e+00
3.041539587597780e+00 3.268309512851757e+00 1.269753841690694e+00 1.771785745907086e+00 1.174232919263347e-01 1.152330549764359e+00
3.401847468759076e+00 2.982844455310810e+00 1.218134221966999e+00 2.183713246792077e+00 1.298039320087375e-01 1.088330289958262e+00
3.243032745175785e+00 3.159645175879650e+00 1.279595932278787e+00 1.963436812896997e+00 1.226780666211749e-01 1.156917865657612e+00
3.112680447234697e+00 3.275513109197064e+00 1.254281090722566e+00 1.858399356512131e+00 1.221487184829665e-01 1.132132372239599e+00
2.585088609543176e+00 4.131074876777340e+00 1.265224412591492e+00 1.319864196951684e+00 1.303342493748358e-01 1.134890163216656e+00
3.600434206918462e+00 3.694591711782907e+00 1.285768898948751e+00 2.314665307969711e+00 1.576288045581457e-01 1.128140094390605e+00
3.190311199244911e+00 3.284540270561746e+00 1.288874066949730e+00 1.901437132295181e+00 1.238088852827215e-01 1.165065181667008e+00
3.302251342647272e+00 3.142859502681563e+00 1.258461579513912e+00 2.043789763133360e+00 1.261971762295546e-01 1.132264403284356e+00
3.157647413703299e+00 3.720449256356538e+00 1.335035662824625e+00 1.822611750878675e+00 1.349845390169263e-01 1.200051123807699e+00
3.344423172889782e+00 3.178223225032829e+00 1.316706804339023e+00 2.027716368550760e+00 1.242970988861115e-01 1.192409705452912e+00
3.272344612453807e+00 3.360776011328349e+00 1.271725018697187e+00 2.000619593756620e+00 1.311291503497808e-01 1.140595868347406e+00
3.407718346980092e+00 2.913253765281820e+00 1.237813199464447e+00 2.169905147515645e+00 1.246721615291524e-01 1.113141037935295e+00
3.198382181381545e+00 3.630356283671767e+00 1.304606211659105e+00 1.893775969722440e+00 1.327519588079815e-01 1.171854252851123e+00
2.911811800116815e+00 3.680202591667146e+00 1.261578189239222e+00 1.650233610877593e+00 1.290085721693141e-01 1.132569617069909e+00
3.497464228474412e+00 2.760841827263075e+00 1.254400631190794e+00 2.243063597283618e+00 1.226375795821015e-01 1.131763051608692e+00
3.361626887420191e+00 2.942830260153315e+00 1.284314087893467e+00 2.077312799526724e+00 1.191937382373971e-01 1.165120349656070e+00
3.201605275587514e+00 3.642865784547647e+00 1.341020062771573e+00 1.860585212815941e+00 1.335531926361920e-01 1.207466870135381e+00
2.733634340595720e+00 3.855995470367314e+00 1.308145053466315e+00 1.425489287129404e+00 1.240780063252457e-01 1.184067047141069e+00
3.129013007223586e+00 3.447665700056848e+00 1.245439084729392e+00 1.883573922494194e+00 1.292628568909434e-01 1.116176227838448e+00
3.578733079528832e+00 2.747834049241662e+00 1.257074849412657e+00 2.321658230116174e+00 1.250497919192323e-01 1.132025057493425e+00
2.951474749570778e+00 4.061542048362865e+00 1.238469204423988e+00 1.713005545146790e+00 1.484958109362365e-01 1.089973393487752e+00
3.528237493410953e+00 3.055447566458295e+00 1.262275654165109e+00 2.265961839245844e+00 1.335816678512580e-01 1.128693986313851e+00
3.503765552718968e+00 3.112042768478035e+00 1.258937134994313e+00 2.244828417724655e+00 1.340856836257044e-01 1.124851451368609e+00
3.523841830273593e+00 2.744712004835177e+00 1.269892019593624e+00 2.253949810679969e+00 1.221172975318630e-01 1.147774722061762e+00
3.163510579426762e+00 3.646367860444135e+00 1.237935954618353e+00 1.925574624808409e+00 1.407082422251095e-01 1.097227712393243e+00
3.281947365279099e+00 2.935039347412043e+00 1.266451099665137e+00 2.015496265613962e+00 1.188216357869221e-01 1.147629463878216e+00
3.151243672965776e+00 3.323554493203488e+00 1.282811783605633e+00 1.868431889360143e+00 1.237981822033120e-01 1.159013601402321e+00
3.327850442130897e+00 2.955567661587410e+00 1.282477403724442e+00 2.045373038406455e+00 1.194282681094158e-01 1.163049135615028e+00
3.251070368911864e+00 3.417889407580152e+00 1.267175255585770e+00 1.983895113326094e+00 1.334072938929253e-01 1.133767961692845e+00
3.019582369935705e+00 3.315243581949914e+00 1.291733335833098e+00 1.727849034102607e+00 1.180438366246322e-01 1.173689499208467e+00
3.140611225651517e+00 3.501273512010391e+00 1.303641052574247e+00 1.836970173077269e+00 1.281382756003459e-01 1.175502776973901e+00
3.163027330412872e+00 3.553621343593871e+00 1.266618360332368e+00 1.896408970080504e+00 1.355031589272305e-01 1.131115201405135e+00
2.807691386317770e+00 4.404796536144046e+00 1.293536243406785e+00 1.514155142910985e+00 1.470519749160873e-01 1.146484268490698e+00
3.584270749347122e+00 2.984798949938354e+00 1.284866783173029e+00 2.299403966174093e+00 1.303903837467043e-01 1.154476399426324e+00
3.184186221107179e+00 3.354251724077526e+00 1.241737610322351e+00 1.942448610784828e+00 1.312869368369469e-01 1.110450673485403e+00
3.522749587852676e+00 3.171469328056259e+00 1.269565795995099e+00 2.253183791857577e+00 1.371982875930808e-01 1.132367508402018e+00
3.283645874568107e+00 3.223661088745089e+00 1.256095093501781e+00 2.027550781066326e+00 1.297256196607081e-01 1.126369473841073e+00
2.088950704040180e+00 4.793534950881614e+00 1.274855829395099e+00 8.140948746450816e-01 1.348502492770799e-01 1.140005580118019e+00
3.304205170276183e+00 3.394602953964025e+00 1.278267511823193e+00 2.025937658452990e+00 1.343107490366006e-01 1.143956762786593e+00
3.397082863798826e+00 3.156067357343360e+00 1.280108207662909e+00 2.116974656135918e+00 1.287867844305834e-01 1.151321423232326e+00
3.206836500400753e+00 3.391130289711262e+00 1.287144182353132e+00 1.919692318047622e+00 1.292904183800622e-01 1.157853763973070e+00
3.421855311366671e+00 2.924762146014471e+00 1.303684987234937e+00 2.118170324131734e+00 1.193181125645211e-01 1.184366874670416e+00
3.368788066290152e+00 3.212516815734081e+00 1.306508997123697e+00 2.062279069166455e+00 1.282951787775409e-01 1.178213818346156e+00
3.293320597795218e+00 3.610467798247505e+00 1.276627699773871e+00 2.016692898021347e+00 1.407985062200195e-01 1.135829193553851e+00
3.527550928773101e+00 3.183827151619636e+00 1.302032056261300e+00 2.225518872511802e+00 1.350868744172015e-01 1.166945181844098e+00
3.502721000470982e+00 3.204352477361854e+00 1.257821628996856e+00 2.244899371474126e+00 1.381787154272833e-01 1.119642913569571e+00
3.317777501699655e+00 3.593573718574887e+00 1.254744356767195e+00 2.063033144932460e+00 1.445146453666960e-01 1.110229711400499e+00
3.711317212697151e+00 2.944737764827589e+00 1.244521791841939e+00 2.466795420855212e+00 1.395258184983317e-01 1.104995973343608e+00
3.360533944266812e+00 2.805207045828131e+00 1.261241194963572e+00 2.099292749303240e+00 1.160360681091572e-01 1.145205126854415e+00
3.270871121332518e+00 3.450688174737303e+00 1.273868836884658e+00 1.997002284447860e+00 1.366192204081969e-01 1.137249616476462e+00
3.227310095205414e+00 4.110266516006115e+00 1.279064621551089e+00 1.948245473654326e+00 1.551754502086017e-01 1.123889171342487e+00
3.383901715269658e+00 3.349855631977543e+00 1.292257893214799e+00 2.091643822054859e+00 1.351733052451738e-01 1.157084587969627e+00
3.561776804021522e+00 2.457988065130921e+00 1.219463601967306e+00 2.342313202054215e+00 1.184289295610328e-01 1.101034672406274e+00
3.242255250160992e+00 3.702993358766522e+00 1.251014157905989e+00 1.991241092255003e+00 1.444671617494491e-01 1.106546996156540e+00
3.542100501620425e+00 2.819850675810282e+00 1.244592401193891e+00 2.297508100426533e+00 1.273196239228527e-01 1.117272777271038e+00
3.144934239801019e+00 3.969533028539832e+00 1.285248037273932e+00 1.859686202527087e+00 1.462419184588883e-01 1.139006118815044e+00
3.522878833597229e+00 3.260108367183042e+00 1.265257571563258e+00 2.257621262033971e+00 1.380780145813104e-01 1.127179556981949e+00
3.294297664820157e+00 3.447161775629751e+00 1.249393691473343e+00 2.044903973346814e+00 1.369991661248946e-01 1.112394525348449e+00
3.525653902570206e+00 2.767735825136830e+00 1.265547874347788e+00 2.260106028222418e+00 1.235949038193205e-01 1.141952970528468e+00
3.399565690367939e+00 2.817229392846736e+00 1.300048472838360e+00 2.099517217529579e+00 1.156683650914125e-01 1.184380107746946e+00
3.589573430743577e+00 3.231013236850312e+00 1.324059452256370e+00 2.265513978487208e+00 1.371759821905056e-01 1.186883470065863e+00
3.264573750625124e+00 3.330077666492988e+00 1.279871814876521e+00 1.984701935748603e+00 1.309410249742764e-01 1.148930789902245e+00
3.380319887035125e+00 2.919816793724233e+00 1.284661021360514e+00 2.095658865674610e+00 1.202884844290180e-01 1.164372536931497e+00
3.528964416469805e+00 2.937241927735343e+00 1.234581368435275e+00 2.294383048034530e+00 1.320495206770683e-01 1.102531847758207e+00
3.478020576460419e+00 3.188751773678738e+00 1.279490585747602e+00 2.198529990712816e+00 1.334505165222579e-01 1.146040069225345e+00
3.493250661121661e+00 2.952345375014132e+00 1.281757984984210e+00 2.211492676137451e+00 1.265142582696729e-01 1.155243726714537e+00
3.457009253526720e+00 3.034300030871382e+00 1.250301748995791e+00 2.206707504530929e+00 1.283156707798926e-01 1.121986078215899e+00
3.148257874411098e+00 3.730595151589535e+00 1.264561035006435e+00 1.883696839404662e+00 1.404945002944850e-01 1.124066534711950e+00
3.361421079175614e+00 3.810215464393955e+00 1.294955075084792e+00 2.066466004090822e+00 1.498211739094510e-01 1.145133901175341e+00
3.204565405612590e+00 3.051467754816247e+00 1.225652216701113e+00 1.978913188911477e+00 1.226063458887905e-01 1.103045870812322e+00
3.187045791910921e+00 3.411620704373015e+00 1.289764829577186e+00 1.897280962333735e+00 1.284502115345642e-01 1.161314618042622e+00
3.311586021397077e+00 3.734115743780710e+00 1.290806922480510e+00 2.020779098916567e+00 1.456710946907518e-01 1.145135827789758e+00
3.370817861941359e+00 3.650709772367811e+00 1.290090568823472e+00 2.080727293117887e+00 1.444199519592438e-01 1.145670616864229e+00
3.531489699214137e+00 2.999284134243762e+00 1.259433428403881e+00 2.272056270810256e+00 1.316266815735485e-01 1.127806746830332e+00
3.100597485570106e+00 3.723259771423062e+00 1.269846987030467e+00 1.830750498539638e+00 1.396343985706029e-01 1.130212588459864e+00
3.463461438729194e+00 2.576945874465775e+00 1.226057037100481e+00 2.237404401628713e+00 1.177480583138166e-01 1.108308978786664e+00
3.403178999701638e+00 3.471405989794869e+00 1.271000481888500e+00 2.132178517813138e+00 1.407352514167360e-01 1.130265230471763e+00
3.274527626221134e+00 3.418903511475269e+00 1.259278116175393e+00 2.015249510045741e+00 1.343349074027025e-01 1.124943208772689e+00
3.534679470191498e+00 3.032324992361242e+00 1.236834212950799e+00 2.297845257240699e+00 1.347227263564106e-01 1.102111486594388e+00
3.654880928727487e+00 2.900410012204238e+00 1.255187170611445e+00 2.399693758116042e+00 1.347329224116380e-01 1.120454248199807e+00
3.336652107657232e+00 3.356187228101579e+00 1.219306379558119e+00 2.117345728099113e+00 1.407567286186618e-01 1.078549650939457e+00
3.122525304206480e+00 3.726081995354979e+00 1.235783735501240e+00 1.886741568705240e+00 1.400341890377426e-01 1.095749546463497e+00
3.489059289573304e+00 3.133843758361999e+00 1.237397789003164e+00 2.251661500570140e+00 1.364295406853427e-01 1.100968248317822e+00
3.209335440852803e+00 3.663587088359697e+00 1.276629900160375e+00 1.932705540692427e+00 1.383587616425278e-01 1.138271138517848e+00
3.432267539771214e+00 3.244613828496847e+00 1.271817715316459e+00 2.160449824454755e+00 1.329624601568997e-01 1.138855255159560e+00
3.294909367515130e+00 3.138742235243634e+00 1.241006668822930e+00 2.053902698692200e+00 1.298061989375631e-01 1.111200469885366e+00
3.389727439285929e+00 3.679835623415352e+00 1.252998050994532e+00 2.136729388291398e+00 1.491878809274805e-01 1.103810170067052e+00
3.264574913267110e+00 3.426851724067604e+00 1.271273648271189e+00 1.993301264995920e+00 1.336048204337000e-01 1.137668827837489e+00
3.450430723054262e+00 2.854729577959089e+00 1.249083724740236e+00 2.201346998314026e+00 1.238176241711357e-01 1.125266100569101e+00
3.155672122541850e+00 3.599998086768032e+00 1.293901914178458e+00 1.861770208363391e+00 1.324370123518788e-01 1.161464901826579e+00
3.325436747881167e+00 2.966993875201511e+00 1.268148869688447e+00 2.057287878192720e+00 1.198919095374843e-01 1.148256960150964e+00
3.296914010507601e+00 3.300672685069085e+00 1.285638743164156e+00 2.011275267343444e+00 1.292667379040887e-01 1.156372005260068e+00
3.182166404148371e+00 3.062784215663996e+00 1.246361956359085e+00 1.935804447789286e+00 1.181261722785425e-01 1.128235784080542e+00
3.312660820626113e+00 2.772454205732771e+00 1.267415792326589e+00 2.045245028299524e+00 1.144334925572040e-01 1.152982299769385e+00
3.619099325901670e+00 3.038022485560710e+00 1.283264160440465e+00 2.335835165461205e+00 1.352657057698009e-01 1.147998454670664e+00
3.440265011684395e+00 3.140839201702408e+00 1.272096269851002e+00 2.168168741833393e+00 1.316825952814957e-01 1.140413674569507e+00
3.446031886902789e+00 2.680218420595306e+00 1.243764704232130e+00 2.202267182670658e+00 1.179629229388259e-01 1.125801781293304e+00
3.220523227317877e+00 2.752639416222136e+00 1.254766302340367e+00 1.965756924977510e+00 1.103107016457879e-01 1.144455600694579e+00
3.002542046305233e+00 3.865106403198143e+00 1.250839788133599e+00 1.751702258171634e+00 1.419359582248416e-01 1.108903829908759e+00
2.979428937907894e+00 3.987979526862514e+00 1.303600994920579e+00 1.675827942987315e+00 1.392505907724284e-01 1.164350404148150e+00
3.072543462014404e+00 3.699244333590397e+00 1.273464816231352e+00 1.799078645783052e+00 1.337659762952029e-01 1.139698839936149e+00
3.555301191550098e+00 2.703198558015102e+00 1.266455022091919e+00 2.288846169458179e+00 1.225835372449847e-01 1.143871484846935e+00
3.552308612414044e+00 2.961367884216652e+00 1.257883660353471e+00 2.294424952060573e+00 1.312990231786832e-01 1.126584637174788e+00
3.502274442788110e+00 2.829631058698022e+00 1.281544733815454e+00 2.220729708972656e+00 1.220788017331717e-01 1.159465932082282e+00
3.218937799594733e+00 3.505886873691908e+00 1.302371440219794e+00 1.916566359374939e+00 1.329161996955010e-01 1.169455240524292e+00
3.377183623569400e+00 3.734781480384625e+00 1.325084814919930e+00 2.052098808649470e+00 1.446177693460030e-01 1.180467045573927e+00
2.745218692555434e+00 4.626208663861686e+00 1.299707821297949e+00 1.445510871257485e+00 1.519696435993154e-01 1.147738177698633e+00
3.273491155120722e+00 3.359958010841037e+00 1.322769467067971e+00 1.950721688052751e+00 1.257408961314243e-01 1.197028570936546e+00
3.376766894623356e+00 2.913521876502378e+00 1.266549362307066e+00 2.110217532316290e+00 1.213403511146612e-01 1.145209011192406e+00
3.020203402400880e+00 3.858157606074028e+00 1.266654255016640e+00 1.753549147384240e+00 1.408079743508243e-01 1.125846280665815e+00
3.147499511506760e+00 3.817073494618263e+00 1.282039138817558e+00 1.865460372689203e+00 1.419082391501832e-01 1.140130899667375e+00
3.307964598362935e+00 2.732609731084095e+00 1.279806852659681e+00 2.028157745703254e+00 1.105708263470658e-01 1.169236026312615e+00
3.468840647828502e+00 2.973184833277981e+00 1.259559624340449e+00 2.209281023488054e+00 1.279561840275620e-01 1.131603440312886e+00
2.711825661809119e+00 4.841134236856016e+00 1.276787399596915e+00 1.435038262212204e+00 1.594981725769086e-01 1.117289227020006e+00
3.533414664461827e+00 3.050908552119739e+00 1.323955486242765e+00 2.209459178219062e+00 1.284334127617943e-01 1.195522073480971e+00
2.988210163661773e+00 3.489592827803948e+00 1.269574321285991e+00 1.718635842375781e+00 1.234117694368836e-01 1.146162551849108e+00
3.251101071992358e+00 3.195575693245949e+00 1.303060601028976e+00 1.948040470963382e+00 1.226240521471782e-01 1.180436548881798e+00
3.418937177674464e+00 3.554825599472936e+00 1.281392481568522e+00 2.137544696105942e+00 1.453613697002040e-01 1.136031111868318e+00
3.092307349416791e+00 4.147910422140545e+00 1.202523914457801e+00 1.889783434958990e+00 1.582444692281874e-01 1.044279445229614e+00
3.294685465725154e+00 2.921440010715964e+00 1.258837829016284e+00 2.035847636708870e+00 1.187133453980590e-01 1.140124483618226e+00
2.839899181867791e+00 3.511387188322387e+00 1.295118750834480e+00 1.544780431033311e+00 1.173404823624586e-01 1.177778268472021e+00
3.476766249142094e+00 3.095166549602267e+00 1.249946127473836e+00 2.226820121668258e+00 1.319415395549657e-01 1.118004587918870e+00
2.409056272386787e+00 4.888903105635451e+00 1.284033610378600e+00 1.125022662008187e+00 1.505246406408552e-01 1.133508969737745e+00
3.552912950283346e+00 2.777908458272105e+00 1.261263961936797e+00 2.291648988346549e+00 1.248937026037347e-01 1.136370259333062e+00
2.981542918285692e+00 3.801144813400021e+00 1.297631530274201e+00 1.683911388011491e+00 1.330279749564815e-01 1.164603555317720e+00
3.462150582429794e+00 2.771189148612701e+00 1.252195828361180e+00 2.209954754068614e+00 1.208444471823807e-01 1.131351381178800e+00
3.329887165149500e+00 3.095177895967113e+00 1.258587297609152e+00 2.071299867540348e+00 1.256504245333494e-01 1.132936873075802e+00
3.195445726408341e+00 3.042260982545932e+00 1.277949738981364e+00 1.917495987426977e+00 1.147659396910231e-01 1.163183799290341e+00
3.331772982509906e+00 3.540184223554885e+00 1.284198141011178e+00 2.047574841498728e+00 1.399446089387671e-01 1.144253532072411e+00
2.843595593803912e+00 4.123734971600175e+00 1.322425628694078e+00 1.521169965109834e+00 1.340395706437834e-01 1.188386058050295e+00
3.306298222479869e+00 3.258929745737585e+00 1.256760564394997e+00 2.049537658084871e+00 1.301995966169941e-01 1.126560967778004e+00
3.163811049511333e+00 3.142562515870361e+00 1.297181634755746e+00 1.866629414755587e+00 1.166514636946624e-01 1.180530171061084e+00
3.356214520482987e+00 3.158958184083358e+00 1.315621193199284e+00 2.040593327283704e+00 1.245412633160164e-01 1.191079929883267e+00
3.466009577955820e+00 3.233301221464865e+00 1.311634355603504e+00 2.154375222352316e+00 1.317756984479855e-01 1.179858657155519e+00
3.782406260635826e+00 2.975294173597749e+00 1.205177708166089e+00 2.577228552469736e+00 1.466351968217697e-01 1.058542511344320e+00
2.356749832208401e+00 4.717133870701982e+00 1.233458430847549e+00 1.123291401360851e+00 1.456886738124377e-01 1.087769757035112e+00
3.117470404668553e+00 3.805845302656250e+00 1.291272263059273e+00 1.826198141609280e+00 1.376870823345164e-01 1.153585180724757e+00
3.068466578913791e+00 3.879431872965290e+00 1.299555518284498e+00 1.768911060629293e+00 1.395394466913554e-01 1.160016071593143e+00
3.242626517832160e+00 3.703608951130993e+00 1.291043234931548e+00 1.951583282900612e+00 1.404428849866052e-01 1.150600349944943e+00
3.387365716256113e+00 3.324613983226032e+00 1.279964050795297e+00 2.107401665460816e+00 1.332997176126027e-01 1.146664333182694e+00
2.901559856453440e+00 4.005890885145589e+00 1.237776475322073e+00 1.663783381131367e+00 1.430710420950970e-01 1.094705433226975e+00
2.237121031719730e+00 4.667058928081131e+00 1.246093122762412e+00 9.910279089573175e-01 1.398576232873028e-01 1.106235499475110e+00
3.296148617456061e+00 3.396864908687381e+00 1.315774447056694e+00 1.980374170399367e+00 1.278930759703861e-01 1.187881371086308e+00
3.214730938566612e+00 3.352949487567408e+00 1.243841381101904e+00 1.970889557464708e+00 1.306824421927239e-01 1.113158938909180e+00
3.813496814619991e+00 2.914270269284690e+00 1.231570607994870e+00 2.581926206625121e+00 1.432971841854230e-01 1.088273423809446e+00
3.032957597718449e+00 3.896157645779612e+00 1.290805953885727e+00 1.742151643832722e+00 1.368239884293853e-01 1.153981965456341e+00
3.542483222624571e+00 2.947588793402336e+00 1.256097917757202e+00 2.286385304867369e+00 1.292597405928087e-01 1.126838177164394e+00
3.327673571851326e+00 2.987544653635836e+00 1.278242467857823e+00 2.049431103993502e+00 1.196886706082487e-01 1.158553797249575e+00
3.530992717009430e+00 3.182391684725408e+00 1.296059846980878e+00 2.234932870028552e+00 1.340157838675689e-01 1.162044063113309e+00
3.389217420888744e+00 2.775999771139557e+00 1.257724582153052e+00 2.131492838735692e+00 1.183267294318926e-01 1.139397852721160e+00
2.791059645274346e+00 4.020229065235729e+00 1.297670677354739e+00 1.493388967919607e+00 1.310539292078127e-01 1.166616748146927e+00
3.147915459607634e+00 3.640128430770895e+00 1.293546333421149e+00 1.854369126186485e+00 1.335263426097841e-01 1.160019990811365e+00
3.546152101130738e+00 2.894262659164441e+00 1.306771714703939e+00 2.239380386426799e+00 1.246446513495939e-01 1.182127063354345e+00
3.258006004893698e+00 3.562367126092943e+00 1.281111449993345e+00 1.976894554900353e+00 1.368473920566903e-01 1.144264057936654e+00
3.306988945385370e+00 3.209444070932351e+00 1.263515469983438e+00 2.043473475401932e+00 1.280449898057455e-01 1.135470480177692e+00
3.371312709060162e+00 2.873574293484847e+00 1.259113579369822e+00 2.112199129690339e+00 1.190844106384995e-01 1.140029168731323e+00
3.173838021119074e+00 3.670837271673284e+00 1.259855655961177e+00 1.913982365157897e+00 1.412396878808679e-01 1.118615968080309e+00
3.540171388322197e+00 3.061813799279109e+00 1.278831958702894e+00 2.261339429619303e+00 1.321598560865663e-01 1.146672102616328e+00
3.202849580374433e+00 3.092341638478766e+00 1.301675887221894e+00 1.901173693152539e+00 1.160960949915776e-01 1.185579792230316e+00
3.499812948556527e+00 2.784080421613537e+00 1.231816366522940e+00 2.267996582033587e+00 1.261143784373219e-01 1.105701988085617e+00
3.321053383253661e+00 3.515401190678544e+00 1.287310606359168e+00 2.033742776894493e+00 1.369353454453754e-01 1.150375260913791e+00
3.390067592619857e+00 3.006475681275214e+00 1.274833896454387e+00 2.115233696165470e+00 1.249054113400664e-01 1.149928485114321e+00
3.227427783561822e+00 3.477860524642827e+00 1.220907504557648e+00 2.006520279004175e+00 1.407683339094105e-01 1.080139170648237e+00
3.564737817812138e+00 2.628248999406503e+00 1.254355790379886e+00 2.310382027432252e+00 1.193340581619283e-01 1.135021732217957e+00
3.408072043668608e+00 3.407543840167942e+00 1.242262904033840e+00 2.165809139634768e+00 1.410623260545076e-01 1.101200577979332e+00
3.558469308874361e+00 3.278656224358176e+00 1.267644112017883e+00 2.290825196856478e+00 1.424286124891003e-01 1.125215499528784e+00
3.622582266777379e+00 2.808874992003037e+00 1.280805749376245e+00 2.341776517401134e+00 1.268346237534621e-01 1.153971125622783e+00
3.504215649815507e+00 2.667469370559387e+00 1.284576832603350e+00 2.219638817212158e+00 1.175584717888129e-01 1.167018360814538e+00
3.402270068526932e+00 2.895990178203914e+00 1.257389474541955e+00 2.144880593984978e+00 1.224002351337204e-01 1.134989239408234e+00
3.202506160001580e+00 3.272121313344145e+00 1.250926373736519e+00 1.951579786265060e+00 1.284786786075065e-01 1.122447695129013e+00
3.234964348325944e+00 3.322138983166763e+00 1.267164238560689e+00 1.967800109765256e+00 1.295130110870761e-01 1.137651227473612e+00
3.200858139150585e+00 3.435963149593691e+00 1.261109338451711e+00 1.939748800698875e+00 1.342893890331620e-01 1.126819949418548e+00
3.248344469703977e+00 3.239259870145451e+00 1.279075423238583e+00 1.969269046465393e+00 1.243532972383448e-01 1.154722126000238e+00
3.393082603593204e+00 2.770622647746622e+00 1.251703305628264e+00 2.141379297964940e+00 1.162990906833332e-01 1.135404214944931e+00
3.415388331709131e+00 3.331355644961287e+00 1.286250690745171e+00 2.129137640963960e+00 1.343016572474793e-01 1.151949033497692e+00
3.542125757107138e+00 3.170991353980970e+00 1.239010854884537e+00 2.303114902222601e+00 1.405899361539506e-01 1.098420918730587e+00
3.379389364147627e+00 3.281855723756915e+00 1.276879398983484e+00 2.102509965164143e+00 1.317712800296906e-01 1.145108118953793e+00
3.758295798909684e+00 2.829867052375160e+00 1.227607829841788e+00 2.530687969067895e+00 1.393158464376558e-01 1.088291983404132e+00
3.632030583526697e+00 2.651243114317894e+00 1.241714256905292e+00 2.390316326621405e+00 1.261554374114546e-01 1.115558819493838e+00
2.205615906798617e+00 4.789401140723347e+00 1.271787969318455e+00 9.338279374801616e-01 1.389000543083297e-01 1.132887915010126e+00
3.299436329516552e+00 3.055417904698369e+00 1.281753251981546e+00 2.017683077535006e+00 1.220588238330406e-01 1.159694428148506e+00
3.490170963201801e+00 3.219216962622280e+00 1.267254304333189e+00 2.222916658868612e+00 1.367720340659815e-01 1.130482270267207e+00
3.172289874846459e+00 2.865676804625742e+00 1.273290476862627e+00 1.898999397983832e+00 1.102503586746096e-01 1.163040118188017e+00
3.349117558245712e+00 3.241375147022460e+00 1.325667048035369e+00 2.023450510210343e+00 1.259630682257247e-01 1.199703979809645e+00
3.208549132159132e+00 3.494692949536128e+00 1.266420663329257e+00 1.942128468829875e+00 1.350095041531234e-01 1.131411159176134e+00
3.503343238583350e+00 3.147528661521050e+00 1.251451252274428e+00 2.251891986308921e+00 1.366287120355050e-01 1.114822540238923e+00
3.040889584483574e+00 3.873982052682453e+00 1.275891937843157e+00 1.764997646640417e+00 1.370837689422114e-01 1.138808168900946e+00
3.220755740076816e+00 3.359125578909755e+00 1.226240801395963e+00 1.994514938680853e+00 1.340281340863164e-01 1.092212667309648e+00
3.337722090719334e+00 2.669607839736833e+00 1.232251533691583e+00 2.105470557027751e+00 1.137710188329175e-01 1.118480514858665e+00
3.428084865794061e+00 3.189436503389887e+00 1.274438161756459e+00 2.153646704037602e+00 1.333191383628243e-01 1.141119023393634e+00
3.526209836415993e+00 3.042963070342322e+00 1.282742777913493e+00 2.243467058502499e+00 1.294078457790928e-01 1.153334932134400e+00
3.359469098320933e+00 2.989305937509045e+00 1.253099082050199e+00 2.106370016270735e+00 1.240106108641512e-01 1.129088471186047e+00
3.441518670507997e+00 3.211070503011186e+00 1.240402309020593e+00 2.201116361487405e+00 1.362016887450186e-01 1.104200620275575e+00
3.335260353613988e+00 3.109259106604676e+00 1.253258603498407e+00 2.082001750115581e+00 1.273709784352647e-01 1.125887625063143e+00
3.425678299355208e+00 3.262839369933874e+00 1.265605275571697e+00 2.160073023783511e+00 1.346032197733341e-01 1.131002055798363e+00
3.511695244061039e+00 3.139981115671833e+00 1.280568791379233e+00 2.231126452681806e+00 1.332988109785533e-01 1.147269980400680e+00
3.464239885438705e+00 3.059851847688683e+00 1.249585602435820e+00 2.214654283002885e+00 1.307094705588687e-01 1.118876131876951e+00
3.294655283822319e+00 3.555843037917062e+00 1.260117818344579e+00 2.034537465477740e+00 1.416591069398123e-01 1.118458711404767e+00
3.584614147643297e+00 2.915927871635643e+00 1.253502025306839e+00 2.331112122336458e+00 1.299254611285089e-01 1.123576564178330e+00
2.735558510420112e+00 4.359854240703671e+00 1.297599932824365e+00 1.437958577595747e+00 1.426864913793594e-01 1.154913441445006e+00
3.352351399778544e+00 3.278566959271333e+00 1.286029012481066e+00 2.066322387297478e+00 1.298066821112481e-01 1.156222330369817e+00
3.347733505725603e+00 2.854784713857541e+00 1.261297154747069e+00 2.086436350978534e+00 1.191177439018235e-01 1.142179410845245e+00
3.455693485779333e+00 3.067877032968352e+00 1.296857566493649e+00 2.158835919285684e+00 1.275412273078144e-01 1.169316339185835e+00
