0.007500 0.000000000000000e+00
0.022500 2.095867563350062e-01
0.037500 1.509024645612045e-01
0.052500 3.849552667377665e-02
0.067500 4.657483474111249e-02
0.082500 0.000000000000000e+00
0.097500 1.004528240422219e-01
0.112500 4.191735126700125e-02
0.127500 4.568846245365187e-02
0.142500 2.612577295034704e-02
0.157500 2.994096519071517e-02
0.172500 6.418346791355579e-02
0.187500 8.450538015427450e-02
0.202500 3.104988982740833e-02
0.217500 6.728706802669640e-02
0.232500 4.318228694519379e-02
0.247500 4.330304882954674e-02
0.262500 4.465481094158091e-02
0.277500 3.306847287681618e-02
0.292500 5.332680782488325e-02
0.307500 5.049532202003422e-02
0.322500 4.386699551197804e-02
0.337500 4.843782813075700e-02
0.352500 4.952661240691410e-02
0.367500 4.949424858056999e-02
0.382500 3.843632555624682e-02
0.397500 5.506408906202728e-02
0.412500 4.489660102647406e-02
0.427500 5.225154590069408e-02
0.442500 4.172468317729369e-02
0.457500 4.917206081173352e-02
0.472500 5.275312914554578e-02
0.487500 5.178901150621219e-02
0.502500 4.790287636438326e-02
0.517500 4.912808655111677e-02
0.532500 4.639928983730747e-02
0.547500 5.344875245998751e-02
0.562500 4.527073936836135e-02
0.577500 4.326769940193079e-02
0.592500 4.503378308688404e-02
0.607500 4.887482658017978e-02
0.622500 5.585735006983183e-02
0.637500 5.926446272559414e-02
0.652500 5.333123169523345e-02
0.667500 4.810361356104548e-02
0.682500 5.170700920087160e-02
0.697500 4.688985703644780e-02
0.712500 4.430931092378857e-02
0.727500 5.292572356807045e-02
0.742500 4.542008677232458e-02
0.757500 4.826186556523180e-02
0.772500 5.138421653571035e-02
0.787500 4.790554430514428e-02
0.802500 5.156833719938096e-02
0.817500 5.016957621553385e-02
0.832500 4.577533976929647e-02
0.847500 5.613491320116857e-02
0.862500 5.320096340390291e-02
0.877500 5.043310507469578e-02
0.892500 4.981774040135803e-02
0.907500 4.741147032180456e-02
0.922500 4.850044510072422e-02
0.937500 4.840951063123439e-02
0.952500 4.034762715730636e-02
0.967500 4.862775471482839e-02
0.982500 4.616502179047396e-02
0.997500 4.883920004595487e-02
1.012500 4.667833437387052e-02
1.027500 4.411941362244178e-02
1.042500 4.373758095040345e-02
1.057500 4.554171255808193e-02
1.072500 4.538364502183029e-02
1.087500 4.207684653936083e-02
1.102500 4.032864699157554e-02
1.117500 3.984801128282786e-02
1.132500 4.194308886262152e-02
1.147500 4.310992489013008e-02
1.162500 4.176904846335109e-02
1.177500 4.078817275098482e-02
1.192500 4.275301223921630e-02
1.207500 3.791336369950404e-02
1.222500 3.989949992632247e-02
1.237500 3.817596784812841e-02
1.252500 4.206915493432410e-02
1.267500 3.916405302895307e-02
1.282500 3.593100131689703e-02
1.297500 3.693275929402329e-02
1.312500 3.775641256164014e-02
1.327500 3.690798093460466e-02
1.342500 3.632331256603382e-02
1.357500 3.535229130695780e-02
1.372500 3.390788156777042e-02
1.387500 3.031276680374816e-02
1.402500 3.322797269356501e-02
1.417500 3.009938299595706e-02
1.432500 2.838650703246254e-02
1.447500 3.089025993393606e-02
1.462500 3.075592637342103e-02
1.477500 2.663510737829500e-02
1.492500 2.881745128264713e-02
1.507500 2.782662213759495e-02
1.522500 2.471769845878644e-02
1.537500 2.675129948794702e-02
1.552500 2.513632385366279e-02
1.567500 2.521892793884739e-02
1.582500 2.283653455630186e-02
1.597500 2.141185866148149e-02
1.612500 2.146422292027949e-02
1.627500 2.163120125269448e-02
1.642500 1.997937178048099e-02
1.657500 1.973525301252418e-02
1.672500 1.953456967992024e-02
1.687500 1.859267402865211e-02
1.702500 1.757097532199784e-02
1.717500 1.766106436270080e-02
1.732500 1.686167697281126e-02
1.747500 1.664293883770583e-02
1.762500 1.663411051183942e-02
1.777500 1.501126102896135e-02
1.792500 1.406760427493241e-02
1.807500 1.454957389753526e-02
1.822500 1.277773243926269e-02
1.837500 1.269566757241287e-02
1.852500 1.224355750099104e-02
1.867500 1.137834908829908e-02
1.882500 1.131750519915067e-02
1.897500 1.075618263932409e-02
1.912500 1.067514551298025e-02
1.927500 9.652877602553995e-03
1.942500 8.857626663432906e-03
1.957500 9.636172705057755e-03
1.972500 8.890218784237278e-03
1.987500 7.413506624936356e-03
2.002500 7.699753325777908e-03
2.017500 7.298940395575180e-03
2.032500 7.191604498362164e-03
2.047500 5.846460658542016e-03
2.062500 6.210696475328912e-03
2.077500 6.809678003664461e-03
2.092500 5.549238894752738e-03
2.107500 4.873308147453445e-03
2.122500 4.781118553410036e-03
2.137500 4.807142222863855e-03
2.152500 5.129683506797127e-03
2.167500 4.336225798863649e-03
2.182500 4.232275874551087e-03
2.197500 4.064834177425309e-03
2.212500 3.988229456946514e-03
2.227500 3.720854566094386e-03
2.242500 3.481351809906873e-03
2.257500 2.602455832461915e-03
2.272500 3.205130280194193e-03
2.287500 3.122679325776067e-03
2.302500 2.521739028359952e-03
2.317500 2.568223048689868e-03
2.332500 2.028237962071999e-03
2.347500 1.944639238009173e-03
2.362500 2.053094755934755e-03
2.377500 1.726933636969073e-03
2.392500 1.742419943391036e-03
2.407500 1.610938471262167e-03
2.422500 1.356008976661611e-03
2.437500 1.392945826718810e-03
2.452500 1.340677845422142e-03
2.467500 1.341854030729200e-03
2.482500 1.205170238415621e-03
2.497500 1.037642410229314e-03
2.512500 1.142945822027390e-03
2.527500 9.965470191769176e-04
2.542500 7.714447135833105e-04
2.557500 1.005748230879795e-03
2.572500 9.138879718472592e-04
2.587500 6.814541037735552e-04
2.602500 5.482964582840731e-04
2.617500 5.265436855076060e-04
2.632500 6.889768452827293e-04
2.647500 5.600910837865408e-04
2.662500 3.891553341193529e-04
2.677500 4.884092196211572e-04
2.692500 5.122541588405348e-04
2.707500 3.763269233845002e-04
2.722500 4.437667813937022e-04
2.737500 3.256480282330365e-04
2.752500 2.520848363732080e-04
2.767500 2.770662387930547e-04
2.782500 3.426088169613444e-04
2.797500 2.304823129560045e-04
2.812500 2.280303908924868e-04
2.827500 2.521606099619787e-04
2.842500 2.495063062307145e-04
2.857500 1.689272634605419e-04
2.872500 1.157314267813913e-04
2.887500 1.527095273009322e-04
2.902500 1.385406117231578e-04
2.917500 9.972341219077622e-05
2.932500 1.110440621341795e-04
2.947500 7.327781236583168e-05
2.962500 7.253763718692734e-05
2.977500 5.984051694430698e-05
2.992500 7.109053864040012e-05
0.007500 0.000000000000000e+00
0.022500 0.000000000000000e+00
0.037500 0.000000000000000e+00
0.052500 1.154865800213300e-01
0.067500 0.000000000000000e+00
0.082500 4.676729273591049e-02
0.097500 7.812997425506148e-02
0.112500 7.545123228060226e-02
0.127500 3.916153924598732e-02
0.142500 4.180123672055526e-02
0.157500 3.849552667377665e-02
0.172500 3.565748217419766e-02
0.187500 5.734293653325770e-02
0.202500 3.363738064635902e-02
0.217500 3.140063174579166e-02
0.232500 6.477343041779070e-02
0.247500 3.810668297000113e-02
0.262500 3.849552667377665e-02
0.277500 4.271344413255423e-02
0.292500 4.960633286035651e-02
0.307500 6.171650469115293e-02
0.322500 4.896780894360340e-02
0.337500 5.216381491004601e-02
0.352500 4.781879818598603e-02
0.367500 5.656485552065141e-02
0.382500 6.091794993820249e-02
0.397500 4.297684999963105e-02
0.412500 5.736787908938352e-02
0.427500 5.341269136515395e-02
0.442500 4.660159419801631e-02
0.457500 4.866513234975690e-02
0.472500 4.800059498828940e-02
0.487500 4.643152755729368e-02
0.502500 5.630688976164348e-02
0.517500 5.031666929025670e-02
0.532500 4.864441676491912e-02
0.547500 5.203289146766996e-02
0.562500 4.292336769740927e-02
0.577500 4.326769940193079e-02
0.592500 5.379874758030443e-02
0.607500 5.174981637901389e-02
0.622500 4.928589712043985e-02
0.637500 4.751600095179795e-02
0.652500 5.358044305829529e-02
0.667500 5.429516778177412e-02
0.682500 4.920138320435359e-02
0.697500 5.146979656093804e-02
0.712500 4.556334802540523e-02
0.727500 5.192334243988730e-02
0.742500 5.119382661626415e-02
0.757500 5.140535872465304e-02
0.772500 4.800601544858753e-02
0.787500 4.978754783141780e-02
